systematic_name	common_name	cds_length	gc_content	status
YDR476C	YDR476C	672	0.5223	Uncharacterized
YDR477W	SNF1	1899	0.3955	Verified
YDR478W	SNM1	594	0.3855	Verified
YDR479C	PEX29	1662	0.3977	Verified
YDR480W	DIG2	969	0.4087	Verified
YDR481C	PHO8	1698	0.4382	Verified
YDR482C	CWC21	405	0.516	Verified
YDR483W	KRE2	1326	0.3989	Verified
YDR484W	VPS52	1923	0.3328	Verified
YDR485C	VPS72	2385	0.3866	Verified
YDR486C	VPS60	687	0.4032	Verified
YDR487C	RIB3	624	0.4455	Verified
YDR488C	PAC11	1599	0.5009	Verified
YDR489W	SLD5	882	0.3878	Verified
YDR490C	PKH1	2298	0.4273	Verified
YDR491C	YDR491C	489	0.3926	Dubious
YDR492W	IZH1	948	0.4051	Verified
YDR493W	MZM1	369	0.439	Verified
YDR494W	RSM28	1083	0.3777	Verified
YDR495C	VPS3	3033	0.3333	Verified
YDR496C	PUF6	1968	0.3603	Verified
YDR497C	ITR1	1752	0.4298	Verified
YDR498C	SEC20	1149	0.4238	Verified
YDR499W	LCD1	2241	0.3552	Verified
YDR500C	RPL37B	264	0.4545	Verified
YDR501W	PLM2	1563	0.3941	Verified
YDR502C	SAM2	1152	0.4201	Verified
YDR503C	LPP1	822	0.4015	Verified
YDR504C	SPG3	381	0.2651	Verified
YDR505C	PSP1	2523	0.3706	Verified
YDR506C	GMC1	1824	0.4019	Verified
YDR507C	GIN4	3426	0.3792	Verified
YDR508C	GNP1	1989	0.4113	Verified
YDR509W	YDR509W	345	0.3275	Dubious
YDR510W	SMT3	303	0.4323	Verified
YDR510C-A	YDR510C-A	114	0.3421	Dubious
YDR511W	SDH7	399	0.4261	Verified
YDR512C	EMI1	561	0.4135	Verified
YDR513W	GRX2	429	0.3846	Verified
YDR514C	YDR514C	1449	0.392	Verified
YDR515W	SLF1	1341	0.346	Verified
YDR516C	EMI2	1500	0.4413	Verified
YDR517W	GRH1	1116	0.4767	Verified
YDR518W	EUG1	1551	0.3836	Verified
YDR519W	FPR2	405	0.4173	Verified
YDR520C	URC2	2316	0.3644	Uncharacterized
YDR521W	YDR521W	333	0.3874	Dubious
YDR522C	SPS2	1506	0.342	Verified
YDR523C	SPS1	1470	0.3776	Verified
YDR524C	AGE1	1446	0.3575	Verified
YDR524W-C	YDR524W-C	87	0.3448	Uncharacterized
YDR524C-B	YDR524C-B	198	0.5505	Uncharacterized
YDR524C-A	YDR524C-A	117	0.3675	Dubious
YDR525W	API2	327	0.4587	Uncharacterized
YDR525W-A	SNA2	237	0.4304	Verified
YDR526C	YDR526C	468	0.4103	Dubious
YDR527W	RBA50	1317	0.3941	Verified
YDR528W	HLR1	1269	0.3838	Verified
YDR529C	QCR7	381	0.4252	Verified
YDR530C	APA2	975	0.4369	Verified
YDR531W	CAB1	1101	0.376	Verified
YDR532C	KRE28	1155	0.3394	Verified
YDR533C	HSP31	711	0.4079	Verified
YDR534C	FIT1	1584	0.4747	Verified
YDR535C	YDR535C	498	0.4157	Dubious
YDR536W	STL1	1707	0.403	Verified
YDR537C	YDR537C	603	0.4163	Verified
YDR538W	PAD1	726	0.4215	Verified
YDR539W	FDC1	1509	0.4042	Verified
YDR540C	IRC4	537	0.3613	Verified
YDR541C	YDR541C	1032	0.3886	Verified
YDR542W	PAU10	360	0.5	Verified
YDR543C	YDR543C	297	0.3636	Dubious
YDR544C	YDR544C	426	0.5117	Dubious
YDR545W	YRF1-1	5388	0.4523	Verified
YDR545C-A	YDR545C-A	477	0.457	Verified
YEL077C	YEL077C	3831	0.4597	Uncharacterized
YEL077W-A	YEL077W-A	480	0.45	Dubious
YEL076C-A	YEL076C-A	648	0.4552	Uncharacterized
YEL076C	YEL076C	648	0.4383	Uncharacterized
YEL075W-A	YEL075W-A	609	0.4433	Dubious
YEL075C	YEL075C	366	0.4016	Uncharacterized
YEL074W	YEL074W	336	0.4018	Dubious
YEL073C	YEL073C	321	0.405	Uncharacterized
YEL072W	RMD6	693	0.3651	Verified
YEL071W	DLD3	1488	0.4019	Verified
YEL070W	DSF1	1506	0.4482	Verified
YEL069C	HXT13	1692	0.4232	Verified
YEL068C	YEL068C	330	0.4242	Uncharacterized
YEL067C	YEL067C	585	0.441	Uncharacterized
YEL066W	HPA3	483	0.472	Verified
YEL065W	SIT1	1884	0.4013	Verified
YEL064C	AVT2	1440	0.3736	Verified
YEL063C	CAN1	1770	0.4107	Verified
YEL062W	NPR2	1845	0.3686	Verified
YEL061C	CIN8	3000	0.354	Verified
YEL060C	PRB1	1905	0.4682	Verified
YEL059C-A	SOM1	222	0.518	Verified
YEL059W	HHY1	306	0.4608	Uncharacterized
YEL058W	PCM1	1671	0.4596	Verified
YEL057C	SDD1	699	0.3548	Verified
YEL056W	HAT2	1203	0.4081	Verified
YEL055C	POL5	3066	0.3666	Verified
YEL054C	RPL12A	495	0.4263	Verified
YEL053W-A	YEL053W-A	345	0.4348	Verified
YEL053C	MAK10	2199	0.3579	Verified
YEL052W	AFG1	1527	0.4178	Verified
YEL051W	VMA8	768	0.3893	Verified
YEL050W-A	YEL050W-A	189	0.3492	Dubious
YEL050C	RML2	1179	0.4309	Verified
YEL049W	PAU2	360	0.4778	Verified
YEL048C	TCA17	456	0.3443	Verified
YEL047C	FRD1	1410	0.4376	Verified
YEL046C	GLY1	1161	0.4729	Verified
YEL045C	YEL045C	423	0.4444	Dubious
YEL044W	IES6	498	0.4779	Verified
YEL043W	GTA1	2868	0.4045	Verified
YEL042W	GDA1	1554	0.4099	Verified
YEL041W	YEF1	1485	0.3872	Verified
YEL040W	UTR2	1401	0.4226	Verified
YEL039C	CYC7	339	0.4041	Verified
YEL038W	UTR4	681	0.4655	Verified
YEL037C	RAD23	1194	0.4749	Verified
YEL036C	ANP1	1500	0.466	Verified
YEL035C	UTR5	498	0.494	Uncharacterized
YEL034C-A	YEL034C-A	600	0.4317	Verified
YEL034W	HYP2	471	0.448	Verified
YEL033W	MTC7	417	0.3621	Uncharacterized
YEL032W	MCM3	2913	0.4404	Verified
YEL032C-A	YEL032C-A	159	0.4528	Dubious
YEL031W	SPF1	3645	0.3934	Verified
YEL030C-A	YEL030C-A	312	0.3942	Dubious
YEL030W	ECM10	1932	0.411	Verified
YEL029C	BUD16	936	0.3771	Verified
YEL028W	YEL028W	459	0.4074	Uncharacterized
YEL027W	VMA3	480	0.4313	Verified
YEL026W	SNU13	378	0.4101	Verified
YEL025C	YEL025C	3564	0.3715	Uncharacterized
YEL024W	RIP1	645	0.4217	Verified
YEL023C	YEL023C	2046	0.3719	Uncharacterized
YEL022W	GEA2	4377	0.3546	Verified
YEL021W	URA3	801	0.4345	Verified
YEL020C-B	YEL020C-B	195	0.3692	Verified
YEL020W-A	TIM9	261	0.4215	Verified
YEL020C	PXP1	1680	0.4363	Verified
YEL019C	MMS21	801	0.3958	Verified
YEL018C-A	YEL018C-A	531	0.4087	Dubious
YEL018W	EAF5	837	0.4086	Verified
YEL017C-A	PMP2	129	0.3798	Verified
YEL017W	GTT3	1011	0.4382	Verified
YEL016C	NPP2	1479	0.4057	Verified
YEL015W	EDC3	1653	0.3944	Verified
YEL014C	YEL014C	303	0.3399	Uncharacterized
YEL013W	VAC8	1734	0.3783	Verified
YEL012W	UBC8	654	0.4021	Verified
YEL011W	GLC3	2112	0.4096	Verified
YEL010W	YEL010W	348	0.3391	Dubious
YEL009C-A	YEL009C-A	405	0.3704	Uncharacterized
YEL009C	GCN4	843	0.4116	Verified
YEL008W	YEL008W	378	0.463	Uncharacterized
YEL008C-A	YEL008C-A	90	0.4	Dubious
YEL007W	MIT1	1998	0.3824	Verified
YEL006W	YEA6	1005	0.39	Verified
YEL005C	VAB2	846	0.3676	Verified
YEL004W	YEA4	1026	0.3519	Verified
YEL003W	GIM4	333	0.3243	Verified
YEL002C	WBP1	1290	0.386	Verified
YEL001C	IRC22	675	0.3941	Verified
YER001W	MNN1	2286	0.3788	Verified
YER002W	NOP16	693	0.381	Verified
YER003C	PMI40	1287	0.4071	Verified
YER004W	FMP52	693	0.4805	Verified
YER005W	YND1	1890	0.4111	Verified
YER006W	NUG1	1560	0.3974	Verified
YER006C-A	YER006C-A	315	0.3238	Verified
YER007W	PAC2	1554	0.352	Verified
YER007C-A	TMA20	543	0.3867	Verified
YER008C	SEC3	4008	0.3765	Verified
YER009W	NTF2	375	0.392	Verified
YER010C	YER010C	702	0.4131	Verified
YER011W	TIR1	762	0.4724	Verified
YER012W	PRE1	594	0.3906	Verified
YER013W	PRP22	3435	0.3802	Verified
YER014W	HEM14	1617	0.4075	Verified
YER014C-A	BUD25	459	0.4444	Verified
YER015W	FAA2	2232	0.3889	Verified
YER016W	BIM1	1032	0.405	Verified
YER017C	AFG3	2283	0.4319	Verified
YER018C	SPC25	663	0.5641	Verified
YER019W	ISC1	1431	0.4997	Verified
YER019C-A	SBH2	264	0.447	Verified
YER020W	GPA2	1347	0.4677	Verified
YER021W	RPN3	1569	0.3703	Verified
YER022W	SRB4	2061	0.3557	Verified
YER023W	PRO3	858	0.4545	Verified
YER023C-A	YER023C-A	210	0.4476	Verified
YER024W	YAT2	2769	0.4113	Verified
YER025W	GCD11	1581	0.4048	Verified
YER026C	CHO1	828	0.3986	Verified
YER027C	GAL83	1251	0.4261	Verified
YER028C	MIG3	1182	0.4365	Verified
YER029C	SMB1	588	0.4184	Verified
YER030W	CHZ1	459	0.39	Verified
YER031C	YPT31	669	0.42	Verified
YER032W	FIR1	2628	0.3847	Verified
YER033C	ZRG8	3228	0.3913	Verified
YER034W	YER034W	555	0.4667	Verified
YER035W	EDC2	435	0.4897	Verified
YER036C	ARB1	1830	0.4098	Verified
YER037W	PHM8	963	0.3759	Verified
YER038C	KRE29	1392	0.3484	Verified
YER038W-A	FMP49	378	0.4444	Uncharacterized
YER039C	HVG1	747	0.4351	Verified
YER039C-A	YER039C-A	216	0.4306	Uncharacterized
YER040W	GLN3	2190	0.4059	Verified
YER041W	YEN1	2277	0.3786	Verified
YER042W	MXR1	552	0.3641	Verified
YER043C	SAH1	1347	0.4343	Verified
YER044C	ERG28	444	0.3941	Verified
YER044C-A	MEI4	1224	0.348	Verified
YER045C	ACA1	1467	0.4117	Verified
YER046W	SPO73	429	0.4126	Verified
YER046W-A	YER046W-A	327	0.3792	Dubious
YER047C	SAP1	2691	0.4002	Verified
YER048C	CAJ1	1173	0.4041	Verified
YER048W-A	ISD11	282	0.3652	Verified
YER049W	TPA1	1932	0.3949	Verified
YER050C	RSM18	414	0.3889	Verified
YER051W	JHD1	1476	0.3747	Verified
YER052C	HOM3	1581	0.3934	Verified
YER053C	PIC2	900	0.3956	Verified
YER053C-A	YER053C-A	111	0.3514	Verified
YER054C	GIP2	1644	0.3881	Verified
YER055C	HIS1	891	0.4097	Verified
YER056C	FCY2	1599	0.4134	Verified
YER056C-A	RPL34A	363	0.427	Verified
YER057C	HMF1	387	0.4367	Verified
YER058W	PET117	321	0.4299	Verified
YER059W	PCL6	1260	0.3905	Verified
YER060W	FCY21	1584	0.4205	Verified
YER060W-A	FCY22	1590	0.4201	Verified
YER061C	CEM1	1326	0.4186	Verified
YER062C	GPP2	750	0.4467	Verified
YER063W	THO1	654	0.419	Verified
YER064C	VHR2	1515	0.3927	Verified
YER065C	ICL1	1671	0.4405	Verified
YER066W	RRT13	555	0.3946	Uncharacterized
YER066C-A	YER066C-A	498	0.3614	Uncharacterized
YER067W	RGI1	483	0.3913	Verified
YER067C-A	YER067C-A	321	0.3988	Dubious
YER068W	MOT2	1761	0.4037	Verified
YER068C-A	YER068C-A	429	0.3846	Dubious
YER069W	ARG56	2589	0.4025	Verified
YER070W	RNR1	2664	0.4088	Verified
YER071C	TDA2	378	0.3333	Verified
YER072W	VTC1	387	0.4186	Verified
YER073W	ALD5	1560	0.4333	Verified
YER074W	RPS24A	405	0.4444	Verified
YER074W-A	YOS1	255	0.3686	Verified
YER075C	PTP3	2784	0.3804	Verified
YER076C	YER076C	906	0.4492	Uncharacterized
YER076W-A	YER076W-A	345	0.3797	Uncharacterized
YER077C	MRX1	2064	0.3755	Uncharacterized
YER078C	ICP55	1533	0.3927	Verified
YER078W-A	YER078W-A	162	0.4321	Uncharacterized
YER079W	YER079W	630	0.3984	Uncharacterized
YER079C-A	YER079C-A	336	0.4048	Dubious
YER080W	AIM9	1881	0.3732	Verified
YER081W	SER3	1407	0.3909	Verified
YER082C	UTP7	1662	0.4061	Verified
YER083C	GET2	855	0.462	Verified
YER084W	YER084W	384	0.474	Uncharacterized
YER084W-A	YER084W-A	510	0.3882	Uncharacterized
YER085C	YER085C	519	0.395	Uncharacterized
YER086W	ILV1	1728	0.412	Verified
YER087W	AIM10	1728	0.3848	Verified
YER087C-A	YER087C-A	549	0.4026	Dubious
YER087C-B	SBH1	246	0.4024	Verified
YER088C	DOT6	2010	0.4537	Verified
YER088C-A	YER088C-A	321	0.5202	Dubious
YER088W-B	YER088W-B	144	0.5625	Dubious
YER089C	PTC2	1392	0.4864	Verified
YER090W	TRP2	1521	0.3971	Verified
YER090C-A	YER090C-A	87	0.3793	Dubious
YER091C	MET6	2301	0.4176	Verified
YER091C-A	YER091C-A	219	0.4521	Dubious
YER092W	IES5	375	0.3947	Verified
YER093C	TSC11	4290	0.3737	Verified
YER093C-A	AIM11	411	0.4428	Verified
YER094C	PUP3	615	0.4667	Verified
YER095W	RAD51	1200	0.4675	Verified
YER096W	SHC1	1536	0.4043	Verified
YER097W	YER097W	327	0.3792	Dubious
YER098W	UBP9	2262	0.3687	Verified
YER099C	PRS2	954	0.4119	Verified
YER100W	UBC6	750	0.4	Verified
YER101C	AST2	1290	0.3868	Verified
YER102W	RPS8B	600	0.4283	Verified
YER103W	SSA4	1926	0.4283	Verified
YER104W	RTT105	624	0.4054	Verified
YER105C	NUP157	4173	0.3698	Verified
YER106W	MAM1	906	0.3344	Verified
YER107C	GLE2	1095	0.4174	Verified
YER107W-A	YER107W-A	318	0.3648	Verified
YER110C	KAP123	3339	0.3989	Verified
YER111C	SWI4	3279	0.3458	Verified
YER112W	LSM4	561	0.3494	Verified
YER113C	TMN3	2118	0.3758	Verified
YER114C	BOI2	3120	0.4163	Verified
YER115C	SPR6	573	0.4206	Verified
YER116C	SLX8	822	0.4307	Verified
YER117W	RPL23B	411	0.4453	Verified
YER118C	SHO1	1101	0.3978	Verified
YER119C	AVT6	1344	0.4635	Verified
YER119C-A	YER119C-A	369	0.4146	Dubious
YER120W	SCS2	732	0.4577	Verified
YER121W	YER121W	342	0.4035	Uncharacterized
YER122C	GLO3	1479	0.3854	Verified
YER123W	YCK3	1572	0.369	Verified
YER124C	DSE1	1719	0.3519	Verified
YER125W	RSP5	2427	0.4112	Verified
YER126C	NSA2	783	0.401	Verified
YER127W	LCP5	1071	0.4211	Verified
YER128W	VFA1	609	0.399	Verified
YER129W	SAK1	3426	0.39	Verified
YER130C	COM2	1329	0.3807	Verified
YER131W	RPS26B	357	0.4426	Verified
YER132C	PMD1	5259	0.3929	Verified
YER133W	GLC7	936	0.359	Verified
YER133W-A	YER133W-A	339	0.3805	Dubious
YER134C	YER134C	534	0.4064	Verified
YER135C	YER135C	390	0.3359	Uncharacterized
YER136W	GDI1	1353	0.3792	Verified
YER137C	YER137C	444	0.3806	Verified
YER137W-A	YER137W-A	303	0.3498	Dubious
YER138C	YER138C	5265	0.3844	
YER137C-A	YER137C-A	1320	0.4136	
YER138W-A	YER138W-A	102	0.2843	Uncharacterized
YER139C	RTR1	678	0.3658	Verified
YER140W	EMP65	1668	0.3771	Verified
YER141W	COX15	1458	0.4108	Verified
YER142C	MAG1	888	0.3637	Verified
YER143W	DDI1	1284	0.4229	Verified
YER144C	UBP5	2415	0.3988	Verified
YER145C	FTR1	1212	0.4505	Verified
YER145C-A	YER145C-A	435	0.4552	Verified
YER146W	LSM5	279	0.4803	Verified
YER147C	SCC4	1872	0.4626	Verified
YER147C-A	YER147C-A	408	0.4142	Dubious
YER148W	SPT15	720	0.4	Verified
YER148W-A	YER148W-A	576	0.3958	Dubious
YER149C	PEA2	1260	0.4016	Verified
YER150W	SPI1	444	0.4662	Verified
YER151C	UBP3	2736	0.3988	Verified
YER152C	YER152C	1329	0.5026	Verified
YER152W-A	YER152W-A	564	0.5142	Dubious
YER153C	PET122	762	0.5525	Verified
YER154W	OXA1	1206	0.4668	Verified
YER155C	BEM2	6501	0.3604	Verified
YER156C	MYG1	1014	0.4487	Verified
YER157W	COG3	2403	0.3608	Verified
YER158C	YER158C	1719	0.4311	Uncharacterized
YER158W-A	YER158W-A	213	0.4178	Dubious
YER159C	BUR6	426	0.4366	Verified
YER160C	YER160C	5265	0.3835	
YER159C-A	YER159C-A	1320	0.4083	
YER161C	SPT2	999	0.4114	Verified
YER162C	RAD4	2262	0.3988	Verified
YER163C	GCG1	696	0.454	Verified
YER164W	CHD1	4404	0.396	Verified
YER165W	PAB1	1731	0.4177	Verified
YER165C-A	YER165C-A	354	0.3785	Verified
YER166W	DNF1	4713	0.3925	Verified
YER167W	BCK2	2553	0.4042	Verified
YER168C	CCA1	1638	0.3791	Verified
YER169W	RPH1	2388	0.4075	Verified
YER170W	ADK2	675	0.4193	Verified
YER171W	RAD3	2334	0.371	Verified
YER172C	BRR2	6489	0.3716	Verified
YER172C-A	YER172C-A	378	0.4259	Dubious
YER173W	RAD24	1977	0.3839	Verified
YER174C	GRX4	732	0.3975	Verified
YER175C	TMT1	897	0.4047	Verified
YER175W-A	YER175W-A	162	0.3086	Uncharacterized
YER176W	ECM32	3363	0.3949	Verified
YER177W	BMH1	801	0.4594	Verified
YER178W	PDA1	1260	0.4532	Verified
YER179W	DMC1	1002	0.3982	Verified
YER180C	ISC10	801	0.3758	Verified
YER180C-A	SLO1	255	0.4157	Verified
YER181C	YER181C	321	0.3302	Verified
YER182W	FMP10	732	0.3989	Uncharacterized
YER183C	FAU1	633	0.4076	Verified
YER184C	TOG1	2382	0.382	Verified
YER185W	PUG1	909	0.374	Verified
YER186C	YER186C	918	0.3867	Uncharacterized
YER187W	YER187W	423	0.4539	Uncharacterized
YER188W	YER188W	717	0.4407	Uncharacterized
YER188C-A	YER188C-A	297	0.3569	Uncharacterized
YER189W	YER189W	366	0.4016	Uncharacterized
YER190W	YRF1-2	5043	0.4577	Verified
YER190C-A	YER190C-A	573	0.5044	Verified
YER190C-B	YER190C-B	480	0.4542	Uncharacterized
YFL068W	YFL068W	480	0.4583	Uncharacterized
YFL067W	YFL067W	525	0.499	Uncharacterized
YFL066C	YFL066C	1176	0.4592	Uncharacterized
YFL065C	YFL065C	306	0.4248	Uncharacterized
YFL064C	YFL064C	522	0.4023	Uncharacterized
YFL063W	YFL063W	453	0.3797	Dubious
YFL062W	COS4	1137	0.3826	Verified
YFL061W	DDI3	675	0.4415	Verified
YFL060C	SNO3	666	0.3994	Verified
YFL059W	SNZ3	894	0.4698	Verified
YFL058W	THI5	1020	0.4441	Verified
YFL055W	AGP3	1674	0.4271	Verified
YFL054C	AQY3	1938	0.435	Uncharacterized
YFL053W	DAK2	1773	0.4642	Verified
YFL052W	ZNF1	1395	0.4179	Verified
YFL051C	YFL051C	480	0.4208	Uncharacterized
YFL050C	ALR2	2574	0.3982	Verified
YFL049W	SWP82	1869	0.3799	Verified
YFL048C	EMP47	1335	0.3835	Verified
YFL047W	RGD2	2142	0.3875	Verified
YFL046W	FMP32	621	0.3784	Verified
YFL045C	SEC53	762	0.3911	Verified
YFL044C	OTU1	903	0.4363	Verified
YFL042C	LAM5	2022	0.4228	Verified
YFL041W-A	YFL041W-A	189	0.3915	Uncharacterized
YFL041W	FET5	1866	0.4234	Verified
YFL040W	YFL040W	1620	0.3827	Uncharacterized
YFL039C	ACT1	1125	0.4391	Verified
YFL038C	YPT1	618	0.4579	Verified
YFL037W	TUB2	1371	0.4442	Verified
YFL036W	RPO41	4053	0.3802	Verified
YFL034C-B	MOB2	861	0.4077	Verified
YFL034C-A	RPL22B	366	0.3907	Verified
YFL034W	MIL1	3219	0.4101	Uncharacterized
YFL033C	RIM15	5310	0.409	Verified
YFL032W	YFL032W	318	0.3899	Verified
YFL031W	HAC1	714	0.472	Verified
YFL031C-A	YFL031C-A	99	0.3939	Dubious
YFL030W	AGX1	1155	0.4675	Verified
YFL029C	CAK1	1104	0.4158	Verified
YFL028C	CAF16	867	0.3956	Verified
YFL027C	GYP8	1491	0.3756	Verified
YFL026W	STE2	1293	0.3774	Verified
YFL025C	BST1	3087	0.3693	Verified
YFL024C	EPL1	2496	0.3806	Verified
YFL023W	BUD27	2388	0.4028	Verified
YFL022C	FRS2	1509	0.44	Verified
YFL021C-A	YFL021C-A	852	0.4718	Dubious
YFL021W	GAT1	1530	0.4608	Verified
YFL020C	PAU5	366	0.4617	Verified
YFL019C	YFL019C	351	0.3333	Uncharacterized
YFL018C	LPD1	1497	0.4228	Verified
YFL017W-A	SMX2	231	0.4199	Verified
YFL017C	GNA1	477	0.4214	Verified
YFL016C	MDJ1	1533	0.4703	Verified
YFL015W-A	YFL015W-A	315	0.473	Dubious
YFL015C	YFL015C	492	0.4715	Uncharacterized
YFL014W	HSP12	327	0.4862	Verified
YFL013W-A	YFL013W-A	801	0.427	Dubious
YFL013C	IES1	2076	0.4008	Verified
YFL012W-A	YFL012W-A	372	0.3575	Verified
YFL012W	YFL012W	444	0.3581	Uncharacterized
YFL011W	HXT10	1638	0.4121	Verified
YFL010W-A	AUA1	282	0.4255	Verified
YFL010C	WWM1	633	0.5024	Verified
YFL009W	CDC4	2337	0.3967	Verified
YFL008W	SMC1	3675	0.3584	Verified
YFL007W	BLM10	6429	0.3806	Verified
YFL005W	SEC4	645	0.4062	Verified
YFL004W	VTC2	2484	0.3728	Verified
YFL003C	MSH4	2634	0.3557	Verified
YFL002W-B	YFL002W-B	1314	0.3866	
YFL002W-A	YFL002W-A	5310	0.3697	
YFL002C	SPB4	1818	0.3795	Verified
YFL001W	DEG1	1326	0.3884	Verified
YFR001W	LOC1	612	0.3709	Verified
YFR002W	NIC96	2517	0.3607	Verified
YFR003C	YPI1	465	0.4215	Verified
YFR004W	RPN11	918	0.4118	Verified
YFR005C	SAD1	1344	0.3668	Verified
YFR006W	YFR006W	1605	0.3838	Uncharacterized
YFR007W	YFH7	1059	0.3872	Verified
YFR008W	FAR7	663	0.3725	Verified
YFR009W	GCN20	2256	0.3936	Verified
YFR009W-A	YFR009W-A	255	0.3569	Verified
YFR010W	UBP6	1497	0.3701	Verified
YFR010W-A	YFR010W-A	186	0.3763	Uncharacterized
YFR011C	MIC19	510	0.3745	Verified
YFR012W	DCV1	606	0.3812	Verified
YFR012W-A	YFR012W-A	84	0.4524	Uncharacterized
YFR013W	IOC3	2361	0.3875	Verified
YFR014C	CMK1	1338	0.4088	Verified
YFR015C	GSY1	2124	0.4251	Verified
YFR016C	AIP5	3699	0.3958	Verified
YFR017C	IGD1	585	0.5179	Verified
YFR018C	YFR018C	1089	0.5225	Uncharacterized
YFR019W	FAB1	6834	0.3875	Verified
YFR020W	CSS2	696	0.4095	Verified
YFR021W	ATG18	1500	0.432	Verified
YFR022W	ROG3	2199	0.4206	Verified
YFR023W	PES4	1833	0.3268	Verified
YFR024C-A	LSB3	1377	0.443	Verified
YFR025C	HIS2	1005	0.4259	Verified
YFR026C	ULI1	507	0.4162	Verified
YFR027W	ECO1	843	0.4187	Verified
YFR028C	CDC14	1653	0.4235	Verified
YFR029W	PTR3	2034	0.4444	Verified
YFR030W	MET10	3105	0.3971	Verified
YFR031C	SMC2	3510	0.3658	Verified
YFR031C-A	RPL2A	762	0.4751	Verified
YFR032C	RRT5	867	0.4856	Uncharacterized
YFR032C-A	RPL29	177	0.4576	Verified
YFR032C-B	MIN10	261	0.3755	Uncharacterized
YFR033C	QCR6	441	0.4649	Verified
YFR034C	PHO4	936	0.5427	Verified
YFR034W-A	YFR034W-A	285	0.4316	Dubious
YFR035C	YFR035C	342	0.4532	Uncharacterized
YFR035W-A	YFR035W-A	288	0.4792	Verified
YFR036W	CDC26	372	0.4866	Verified
YFR036W-A	YFR036W-A	648	0.4537	Verified
YFR037C	RSC8	1671	0.4656	Verified
YFR038W	IRC5	2559	0.3791	Verified
YFR039C	OSW7	1530	0.381	Verified
YFR040W	SAP155	3006	0.3649	Verified
YFR041C	ERJ5	885	0.3571	Verified
YFR042W	KEG1	600	0.3583	Verified
YFR043C	IRC6	711	0.3755	Verified
YFR044C	DUG1	1443	0.4297	Verified
YFR045W	MRX20	927	0.4045	Uncharacterized
YFR046C	CNN1	1083	0.4035	Verified
YFR047C	BNA6	885	0.4441	Verified
YFR048W	RMD8	1986	0.3927	Verified
YFR049W	KGD4	369	0.4336	Verified
YFR050C	PRE4	798	0.416	Verified
YFR051C	RET2	1638	0.4548	Verified
YFR052W	RPN12	822	0.3735	Verified
YFR052C-A	YFR052C-A	303	0.3465	Dubious
YFR053C	HXK1	1455	0.4254	Verified
YFR054C	YFR054C	576	0.401	Uncharacterized
YFR056C	YFR056C	366	0.3552	Uncharacterized
YFR055W	IRC7	1020	0.4333	Verified
YFR057W	YFR057W	453	0.3466	Verified
YGL263W	COS12	1140	0.3623	Verified
YGL262W	YGL262W	525	0.381	Uncharacterized
YGL261C	PAU11	360	0.4944	Uncharacterized
YGL260W	YGL260W	228	0.3991	Uncharacterized
YGL259W	YPS5	495	0.396	Uncharacterized
YGL258W-A	YGL258W-A	231	0.381	Uncharacterized
YGL258W	VEL1	618	0.4239	Verified
YGL257C	MNT2	1674	0.368	Verified
YGL256W	ADH4	1146	0.4188	Verified
YGL255W	ZRT1	1128	0.4193	Verified
YGL254W	FZF1	897	0.4169	Verified
YGL253W	HXK2	1458	0.4177	Verified
YGL252C	RTG2	1764	0.3934	Verified
YGL251C	HFM1	3561	0.3614	Verified
YGL250W	RMR1	723	0.408	Verified
YGL249W	ZIP2	2112	0.3433	Verified
YGL248W	PDE1	1107	0.4029	Verified
YGL247W	BRR6	591	0.379	Verified
YGL246C	RAI1	1161	0.3669	Verified
YGL245W	GUS1	2124	0.4021	Verified
YGL244W	RTF1	1674	0.3943	Verified
YGL243W	TAD1	1200	0.375	Verified
YGL242C	ANK1	543	0.4052	Verified
YGL241W	KAP114	3012	0.3576	Verified
YGL240W	DOC1	750	0.4333	Verified
YGL239C	YGL239C	312	0.3814	Verified
YGL238W	CSE1	2880	0.3469	Verified
YGL237C	HAP2	795	0.4491	Verified
YGL236C	MTO1	2007	0.4709	Verified
YGL235W	YGL235W	534	0.5	Uncharacterized
YGL234W	ADE57	2406	0.4489	Verified
YGL233W	SEC15	2730	0.341	Verified
YGL232W	TAN1	867	0.3541	Verified
YGL231C	EMC4	570	0.3772	Verified
YGL230C	YGL230C	441	0.3401	Uncharacterized
YGL229C	SAP4	2454	0.3602	Verified
YGL228W	SHE10	1731	0.4021	Verified
YGL227W	VID30	2874	0.3727	Verified
YGL226C-A	OST5	258	0.376	Verified
YGL226W	MTC3	369	0.439	Verified
YGL225W	VRG4	1011	0.4006	Verified
YGL224C	SDT1	840	0.3845	Verified
YGL223C	COG1	1251	0.3653	Verified
YGL222C	EDC1	525	0.4152	Verified
YGL221C	NIF3	864	0.4502	Verified
YGL220W	BOL2	360	0.4361	Verified
YGL219C	MDM34	1377	0.4023	Verified
YGL218W	YGL218W	648	0.3981	Verified
YGL217C	YGL217C	339	0.413	Verified
YGL216W	KIP3	2415	0.4195	Verified
YGL215W	CLG1	1356	0.3783	Verified
YGL214W	YGL214W	483	0.3727	Verified
YGL213C	SKI8	1191	0.3879	Verified
YGL212W	VAM7	948	0.4557	Verified
YGL211W	NCS6	1077	0.441	Verified
YGL210W	YPT32	666	0.4204	Verified
YGL209W	MIG2	1146	0.4459	Verified
YGL208W	SIP2	1245	0.453	Verified
